,term,score
0,arco,39.04809322212739
1,vorrei,16.321135660360817
2,istorie,16.114088385507927
3,nel,16.038155684461877
4,istoria,15.613435813691904
5,vien,13.789518401948762
6,mezzo,13.380646434663863
7,venissi,13.155591120947143
8,dietro,13.016031074042465
9,qualch,12.086850233838494
10,statue,11.710076860268927
11,all,11.420033998143019
12,dipignere,10.967618657967648
13,ornamento,10.803234244650126
14,epitaffi,10.700555872718603
15,epitaffio,10.464989801405835
16,religione,10.378282693461047
17,va,10.218088619351942
18,voi,9.987170251525757
19,disegnato,9.889625656502274
20,forma,9.7295402411552
21,largo,9.7295402411552
22,proposito,9.630635318589093
23,cioè,9.586838920325633
24,sedere,9.581324296847757
25,termini,9.581324296847757
26,sapete,9.459160077069246
27,quest,9.443338553873854
28,un,8.953099637740266
29,xi,8.503331295382383
30,dinanzi,8.421687306341873
31,medesimo,8.414239994264598
32,dua,8.187717336740164
33,una,8.183529348274966
34,resta,8.057044192753963
35,dove,7.730205010983742
36,metter,7.692401079166054
37,altro,7.447741126593529
38,pensare,7.384099719511538
39,dell,7.277319516281034
40,può,7.158883083359672
41,invenzione,6.95695151891542
42,cartocci,6.736572297479192
43,ovale,6.736572297479192
44,spazioso,6.736572297479192
45,rompimenti,6.736572297479192
46,rimanemo,6.736572297479192
47,proporzione,6.736572297479192
48,moltiplicare,6.736572297479192
49,preparatevi,6.736572297479192
50,cirimoniale,6.736572297479192
51,contemplativa,6.736572297479192
52,avvertissi,6.736572297479192
53,moltiplicar,6.736572297479192
54,tempestare,6.736572297479192
55,grotesca,6.736572297479192
56,mensoloni,6.736572297479192
57,dirv,6.736572297479192
58,consideratone,6.736572297479192
59,lassarli,6.736572297479192
60,gittarli,6.736572297479192
61,giornea,6.736572297479192
62,conservando,6.736572297479192
63,attiva,6.736572297479192
64,lassarv,6.736572297479192
65,servire,6.704364068266836
66,viene,6.391225946883756
67,ditene,6.331107189371028
68,discorse,6.331107189371028
69,grotesche,6.331107189371028
70,mettevo,6.331107189371028
71,adoperar,6.331107189371028
72,diacere,6.331107189371028
73,gesso,6.331107189371028
74,bisogna,6.251308769669935
75,ma,6.1633660788250255
76,parole,6.0460004615497684
77,ritte,6.043425116919247
78,zucchero,6.043425116919247
79,attenderò,6.043425116919247
80,risolverei,6.043425116919247
81,metterebbe,6.043425116919247
82,mellino,6.043425116919247
83,dalla,5.882166216613995
84,qualcuna,5.820281565605037
85,risposte,5.820281565605037
86,occorrerà,5.820281565605037
87,legname,5.820281565605037
88,scambio,5.820281565605037
89,reni,5.820281565605037
90,servissi,5.820281565605037
91,considerar,5.820281565605037
92,petto,5.820281565605037
93,sotto,5.815861801980194
94,su,5.6895039987371305
95,più,5.683625170386168
96,essermi,5.637960008811082
97,credevo,5.637960008811082
98,fiamma,5.637960008811082
99,sur,5.637960008811082
100,vengano,5.637960008811082
101,inganno,5.637960008811082
102,considero,5.483809328983824
103,sinistra,5.483809328983824
104,dipigner,5.483809328983824
105,discosto,5.483809328983824
106,potrebbesi,5.483809328983824
107,esprimere,5.350277936359301
108,delle,5.279515665175852
109,trofei,5.232494900702918
110,eccovi,5.232494900702918
111,antica,5.232494900702918
112,risponderò,5.232494900702918
113,canti,5.232494900702918
114,aperto,5.232494900702918
115,armata,5.127134385045092
116,ritta,5.127134385045092
117,cima,5.127134385045092
118,festoni,5.127134385045092
119,giunto,5.127134385045092
120,darebbe,5.127134385045092
121,dunque,5.127134385045092
122,mettessi,5.127134385045092
123,ben,5.093835110905533
124,sale,5.031824205240767
125,parrebbe,5.031824205240767
126,ricordato,5.031824205240767
127,bisognando,5.031824205240767
128,carità,4.944812828251137
129,considerare,4.944812828251137
130,volta,4.905971471237125
131,fussi,4.865014408550044
132,tele,4.8647701205776
133,destra,4.8647701205776
134,commodo,4.790662148423879
135,campo,4.790662148423879
136,cambio,4.790662148423879
137,scrivessi,4.790662148423879
138,potranno,4.721669276936927
139,cominciate,4.721669276936927
140,lato,4.721669276936927
141,altare,4.657130755799356
142,modo,4.623451331244764
143,pensavo,4.5965061339829205
144,quello,4.564450002451368
145,sopra,4.541328357649217
146,pel,4.485280498872697
147,parte,4.473525254297854
148,farebbe,4.433987204485146
149,pur,4.429567440860303
150,vettori,4.385197040315714
151,banda,4.385197040315714
152,pazienzia,4.385197040315714
153,bel,4.385197040315714
154,prima,4.365390811757303
155,darò,4.3386770246808215
156,data,4.3386770246808215
157,com,4.294225262109988
158,messer,4.2333787906287075
159,accade,4.210843653170937
160,fantasia,4.210843653170937
161,ch,4.1843627966756385
162,questo,4.175545674350999
163,alto,4.171622940017656
164,vene,4.1338826120348084
165,possibile,4.1338826120348084
166,1565,4.1338826120348084
167,farvi,4.097514967863933
168,canto,4.097514967863933
169,cinque,4.062423648052663
170,belle,4.062423648052663
171,co,4.062423648052663
172,però,4.054084192333716
173,dall,4.028522096376982
174,direte,3.9639835752394106
