,term,score
0,muscoli,13.473144594958384
1,dolore,9.443338553873854
2,sangue,9.314261511598712
3,quel,8.24487981123404
4,venne,8.057044192753963
5,quando,7.966560676463768
6,ma,7.704207598531282
7,me,7.500651673246215
8,senza,7.026369428420259
9,corpo,6.844772585613333
10,imparato,6.736572297479192
11,vertigine,6.736572297479192
12,osso,6.736572297479192
13,apparecchiate,6.736572297479192
14,nervi,6.736572297479192
15,purgarmi,6.736572297479192
16,percossa,6.736572297479192
17,balzo,6.736572297479192
18,svolgendomi,6.736572297479192
19,conoscimento,6.736572297479192
20,intervenne,6.736572297479192
21,trarmi,6.736572297479192
22,commettiture,6.736572297479192
23,stommi,6.736572297479192
24,sogliolo,6.736572297479192
25,malvolentieri,6.736572297479192
26,sentii,6.736572297479192
27,percossi,6.736572297479192
28,congiungono,6.736572297479192
29,agito,6.736572297479192
30,spedirlla,6.736572297479192
31,intrecciatura,6.736572297479192
32,desideravono,6.736572297479192
33,sapperrei,6.736572297479192
34,consistendo,6.736572297479192
35,movendomi,6.331107189371028
36,gravezza,6.331107189371028
37,ritto,6.331107189371028
38,fianco,6.331107189371028
39,doluto,6.331107189371028
40,girar,6.331107189371028
41,sommi,6.331107189371028
42,principal,6.331107189371028
43,proposta,6.331107189371028
44,occasione,6.306106718046164
45,principio,6.146021302699091
46,passasse,6.043425116919247
47,seguissi,6.043425116919247
48,mula,6.043425116919247
49,ongni,6.043425116919247
50,disgrazie,6.043425116919247
51,quietamente,6.043425116919247
52,dipintore,6.043425116919247
53,dimandare,6.043425116919247
54,propio,6.043425116919247
55,pochissimo,6.043425116919247
56,tutto,5.874856553663456
57,seppi,5.820281565605037
58,rimasi,5.820281565605037
59,tomerello,5.820281565605037
60,sodisfare,5.820281565605037
61,ora,5.76099342423348
62,pare,5.669199255809095
63,accidente,5.637960008811082
64,moto,5.637960008811082
65,fratello,5.551518255763227
66,strano,5.483809328983824
67,seben,5.483809328983824
68,eccovi,5.232494900702918
69,presenzia,5.232494900702918
70,essere,5.15537842823904
71,saprò,5.127134385045092
72,duole,5.127134385045092
73,fu,5.03412918460617
74,gratissima,5.031824205240767
75,accennate,5.031824205240767
76,sono,5.003004285776881
77,pigliate,4.944812828251137
78,gambe,4.944812828251137
79,disegnato,4.944812828251137
80,faresti,4.8647701205776
81,trovai,4.8647701205776
82,ragionevole,4.8647701205776
83,quei,4.790662148423879
84,disagio,4.790662148423879
85,cosa,4.784726222929597
86,mai,4.772588722239782
87,ossa,4.721669276936927
88,ove,4.657130755799356
89,pensa,4.657130755799356
90,dire,4.623451331244764
91,ragionare,4.5965061339829205
92,cavato,4.5965061339829205
93,1567,4.539347720142972
94,cartone,4.539347720142972
95,paressi,4.485280498872697
96,un,4.476549818870133
97,lo,4.43723077635423
98,fuora,4.433987204485146
99,stessi,4.385197040315714
100,errore,4.385197040315714
101,prima,4.365390811757303
102,quivi,4.294225262109988
103,nipote,4.294225262109988
104,particulari,4.294225262109988
105,poco,4.293031498602298
106,occhi,4.251665647691191
107,de,4.182714136543142
108,questo,4.175545674350999
109,potere,4.171622940017656
110,poca,4.171622940017656
111,lume,4.1338826120348084
112,rispetto,4.1338826120348084
113,come,4.076945250109942
114,letto,4.062423648052663
115,volessi,4.062423648052663
116,fermo,4.028522096376982
117,fece,4.028522096376982
118,né,4.027238151669434
119,dì,4.027238151669434
120,nel,4.009538921115469
121,talché,3.995732273553991
122,spesso,3.903358953422976
123,anco,3.8743714165497236
124,sento,3.7921333183127515
125,necessario,3.7921333183127515
126,cominciato,3.766157831909491
127,domani,3.766157831909491
128,qui,3.745782832679199
129,appresso,3.740840023925201
130,scrivete,3.6685193623455747
131,ottobre,3.645529844120876
132,uomo,3.645529844120876
133,carissimo,3.6230569882688175
134,lorenzo,3.5378991799285107
135,fare,3.5059313515417108
136,bisogno,3.4978938453148114
137,potrò,3.4978938453148114
138,manca,3.4594275644870156
139,così,3.4585518092969014
140,consorte,3.404367787303988
141,caso,3.404367787303988
142,miei,3.369276467492718
143,voi,3.3290567505085855
144,stare,3.302585092994046
145,manco,3.302585092994046
146,meno,3.270836394679465
147,vedete,3.270836394679465
148,dirò,3.270836394679465
149,bene,3.2673234545475305
150,là,3.225026858648171
151,punto,3.225026858648171
152,cioè,3.195612973441878
153,scrivere,3.181224235989778
154,due,3.167039600997822
155,sapete,3.153053359023082
156,capo,3.098986137752806
157,piacere,3.098986137752806
158,lungo,3.0859140561854534
159,volte,3.0602716255721156
160,questa,3.054172289275542
161,tante,2.987068221548821
162,anno,2.9638113593845534
163,qualcosa,2.9410831083069975
164,venire,2.9299098077088725
165,sto,2.9299098077088725
166,sotto,2.907930900990097
167,dir,2.907930900990097
168,ne,2.8915663947038936
169,su,2.8447519993685653
170,sarò,2.8447519993685653
171,più,2.841812585193084
172,messer,2.822252527085805
173,sempre,2.7949904898095017
174,magnifico,2.769428328006251
175,vita,2.693521029644642
176,borghini,2.6847873496758874
177,avere,2.6761292869327726
178,vincenzo,2.6175351226667196
179,avendo,2.5545221548379855
180,firenze,2.5545221548379855
181,osservandissimo,2.524444699600708
182,don,2.4058389571928607
183,può,2.386294361119891
184,col,2.3671244450121707
185,meglio,2.317731689682594
186,detto,2.2257127909623415
187,assai,2.203972804325936
188,questi,2.15160481880862
189,chi,2.1165134989973495
